exposure,outcome,SNP,b,se,p,lci,uci
X-10500,CAD,rs660240,12.4442682926829,1.40593902439024,8.65717604486613e-19,9.68867844041867,15.1998581449472
X-10500,CAD,rs7956757,-3.48382716049383,1.3501975308642,0.00987330518737886,-6.13016569300256,-0.837488627985093
X-10500,CAD,rs7963469,3.44012820512821,1.36884615384615,0.0119655349582219,0.75723904321357,6.12301736704284
X-10500,CAD,All - Inverse variance weighted,1.19718859125462,2.14781675119433,0.577255585794007,-3.0124548864781,5.40683206898734
X-10500,CAD,All - MR Egger,4.27395640685307,8.92262155263912,0.652151819323405,-13.2140604840005,21.7619732977066
X-10506,CAD,rs11642383,2.64619469026549,1.03071681415929,0.0102483739823616,0.626026856253411,4.66636252427756
X-10506,CAD,rs13420395,-2.31266233766234,1.03027272727273,0.024786827737564,-4.33195977737074,-0.293364897953935
X-10506,CAD,All - Inverse variance weighted,0.165697678266073,2.47942828373181,0.946717847428455,-4.69389246009822,5.02528781663037
X-10506,CAD,All - MR Egger,NA,NA,NA,NA,NA
X-10510,CAD,rs11856508,-0.884593253968254,0.419715277777778,0.0350653283283724,-1.70722008217392,-0.0619664257625852
X-10510,CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
X-10510,CAD,All - MR Egger,NA,NA,NA,NA,NA
1-linoleoylglycerol (1-monolinolein),CAD,rs10466588,0.646495726495726,0.264328205128205,0.0144528417065761,0.128421964346329,1.16456948864512
1-linoleoylglycerol (1-monolinolein),CAD,rs11825181,0.844822601839685,0.253254927726675,0.000850364358708067,0.348452064588107,1.34119313909126
1-linoleoylglycerol (1-monolinolein),CAD,rs3741298,0.851597222222222,0.249643518518519,0.00064665039879916,0.362304916952068,1.34088952749238
1-linoleoylglycerol (1-monolinolein),CAD,rs503905,0.84148275862069,0.333486206896552,0.011626213349538,0.187861803762575,1.4951037134788
1-linoleoylglycerol (1-monolinolein),CAD,rs6589563,0.58026402640264,0.257660066006601,0.0243189470138799,0.0752595767754901,1.08526847602979
1-linoleoylglycerol (1-monolinolein),CAD,rs964184,0.983425196850394,0.244070866141732,5.59524938301416e-05,0.505055089537102,1.46179530416369
1-linoleoylglycerol (1-monolinolein),CAD,All - Inverse variance weighted,0.793916756738853,0.107340341958795,1.40076769703338e-13,0.5835335524114,1.0042999610663
1-linoleoylglycerol (1-monolinolein),CAD,All - MR Egger,0.665555745110959,0.371012860050906,0.147282272051037,-0.0616160983900156,1.39272758861193
hyodeoxycholate,CAD,rs12527048,0.80275221953188,0.248414850686037,0.00123142966510519,0.315868058962353,1.28963638010141
hyodeoxycholate,CAD,rs834769,-0.711324921135647,0.308817034700315,0.0212571189338845,-1.31659518696072,-0.106054655310572
hyodeoxycholate,CAD,rs9549759,-0.619673590504451,0.292329376854599,0.0340247112197135,-1.1926286407625,-0.0467185402463995
hyodeoxycholate,CAD,All - Inverse variance weighted,-0.044321312404599,0.512477149627441,0.931081304476275,-1.04875806857413,0.96011544376493
hyodeoxycholate,CAD,All - MR Egger,1.32743377387331,0.345514770181573,0.162107320438188,0.65023726819079,2.00463027955582
3-indoxyl sulfate,CAD,rs3847067,-0.905348101265823,0.327946202531646,0.00576846204269643,-1.54811084709453,-0.262585355437119
3-indoxyl sulfate,CAD,rs527140,0.758693009118541,0.324331306990881,0.0193223393946201,0.12301532835761,1.39437068987947
3-indoxyl sulfate,CAD,All - Inverse variance weighted,-0.0641057808639509,0.831969448542868,0.938581345111106,-1.69473593624562,1.56652437451772
3-indoxyl sulfate,CAD,All - MR Egger,NA,NA,NA,NA,NA
N-acetylglycine,CAD,rs10164524,-0.674278350515464,0.272688144329897,0.0134093388437556,-1.20873729241312,-0.139819408617806
N-acetylglycine,CAD,rs10932363,-0.704368686868687,0.30684595959596,0.0217037800180952,-1.3057757164784,-0.102961657258974
N-acetylglycine,CAD,rs11687290,-0.615584415584416,0.2872,0.0320810110967702,-1.17848607194432,-0.0526827592245122
N-acetylglycine,CAD,rs12478788,-0.513138686131387,0.255790754257908,0.0448468918339719,-1.01447935205522,-0.0117980202075527
N-acetylglycine,CAD,rs16844839,-0.326653386454183,0.157863213811421,0.0385256445133632,-0.636059600008314,-0.0172471729000522
N-acetylglycine,CAD,rs2371015,-0.820310421286031,0.216942350332594,0.000156051083761383,-1.24550961465939,-0.395111227912675
N-acetylglycine,CAD,rs4467202,-0.649434782608696,0.224482608695652,0.00381545603236429,-1.08941261080777,-0.20945695440962
N-acetylglycine,CAD,rs4672596,-0.716244239631336,0.22171198156682,0.00123566723408563,-1.15079173844331,-0.28169674081936
N-acetylglycine,CAD,rs7684,-0.497541589648799,0.194545286506469,0.0105439993369973,-0.878843344563505,-0.116239834734092
N-acetylglycine,CAD,rs8057910,-0.953580562659846,0.390337595907928,0.014567203954535,-1.71862819245134,-0.188532932868358
N-acetylglycine,CAD,rs986294,-0.592934782608696,0.244389130434783,0.01525822494058,-1.07192867647393,-0.11394088874346
N-acetylglycine,CAD,All - Inverse variance weighted,-0.587780361375525,0.0702265897425032,5.77311015711914e-17,-0.725421948027901,-0.450138774723149
N-acetylglycine,CAD,All - MR Egger,0.064276870132195,0.345619600244482,0.856587901107804,-0.613125098698121,0.741678838962511
bilirubin (Z,Z),CAD,rs10929303,-0.506981519507187,0.247657084188912,0.0406471958072531,-0.992380485033658,-0.021582553980716
bilirubin (Z,Z),CAD,rs1587493,-0.409768518518519,0.199820987654321,0.040298307385736,-0.80141045767621,-0.0181265793608266
bilirubin (Z,Z),CAD,rs17864666,-0.598054474708171,0.288533073929961,0.0381963439094046,-1.16356890795953,-0.0325400414568148
bilirubin (Z,Z),CAD,rs4663972,-0.642323462414579,0.272015945330296,0.0182087874316014,-1.17546491848258,-0.109182006346582
bilirubin (Z,Z),CAD,rs6716168,0.716131386861314,0.360138686131387,0.0467577659885209,0.0102725326042211,1.42199024111841
bilirubin (Z,Z),CAD,rs6751673,-0.450678571428571,0.1843375,0.0144910142930658,-0.811973432428724,-0.0893837104284193
bilirubin (Z,Z),CAD,All - Inverse variance weighted,-0.405083628965932,0.146300276428206,0.00562543996622816,-0.69182690169347,-0.118340356238395
bilirubin (Z,Z),CAD,All - MR Egger,-1.26832911086197,0.354350187882642,0.0231819702844267,-1.96284271702695,-0.573815504696989
creatine,CAD,rs10164524,-1.20562211981567,0.487571428571429,0.0134093388437556,-2.16124455970641,-0.249999679924925
creatine,CAD,rs10932349,-1.4071,0.621206666666667,0.0235060716242577,-2.62464269362285,-0.189557306377155
creatine,CAD,rs11687290,-1.04867256637168,0.489256637168142,0.0320810110967702,-2.00759795441842,-0.0897471783249433
creatine,CAD,rs12478788,-1.09274611398964,0.544715025906736,0.0448468918339719,-2.16036794660464,-0.0251242813746331
creatine,CAD,rs13404853,-1.06729468599034,0.54051690821256,0.0483156604941278,-2.1266883591219,-0.00790101285877798
creatine,CAD,rs2371015,-1.39607547169811,0.369211320754717,0.000156051083761383,-2.11971636306182,-0.672434580334402
creatine,CAD,rs4672596,-1.30609243697479,0.404298319327731,0.00123566723408563,-2.09850258186722,-0.513682292082363
creatine,CAD,rs4673558,-1.27248091603053,0.425847328244275,0.00280703637753302,-2.10712634230192,-0.437835489759149
creatine,CAD,rs7684,-0.79401179941003,0.310469026548673,0.0105439993369973,-1.40251990976064,-0.185503689059421
creatine,CAD,rs9288420,-1.35134615384615,0.497076923076923,0.00655616937593309,-2.32559902062291,-0.377093287069398
creatine,CAD,All - Inverse variance weighted,-1.16090926527195,0.139811474746485,1.01181663832929e-16,-1.43493472040049,-0.886883810143407
creatine,CAD,All - MR Egger,-0.648863621096831,0.807036666200504,0.444624788613864,-2.23062642105309,0.932899178859431
threonate,CAD,rs13163920,-2.1699375,0.6186375,0.00045215572334317,-3.3824447194859,-0.957430280514103
threonate,CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
threonate,CAD,All - MR Egger,NA,NA,NA,NA,NA
N-(2-furoyl)glycine,CAD,rs11158090,-0.3,0.145301143583227,0.0389535260998905,-0.584785008335609,-0.0152149916643911
N-(2-furoyl)glycine,CAD,rs3788306,-0.374008620689655,0.149675287356322,0.0124614587573806,-0.667366793283729,-0.0806504480955811
N-(2-furoyl)glycine,CAD,All - Inverse variance weighted,-0.335907093264689,0.104255522775692,0.00127317039834578,-0.540244163094441,-0.131570023434937
N-(2-furoyl)glycine,CAD,All - MR Egger,NA,NA,NA,NA,NA
DSGEGDFXAEGGGVR*,CAD,rs12206258,-0.72006309148265,0.319511041009464,0.0242187796539715,-1.3462932245241,-0.0938329584412008
DSGEGDFXAEGGGVR*,CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
DSGEGDFXAEGGGVR*,CAD,All - MR Egger,NA,NA,NA,NA,NA
pyridoxate,CAD,rs11125947,-1.25858757062147,0.581677966101695,0.0304859346457662,-2.3986554347813,-0.118519706461637
pyridoxate,CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
pyridoxate,CAD,All - MR Egger,NA,NA,NA,NA,NA
androsterone sulfate,CAD,rs1076237,0.657854406130268,0.196174329501916,0.000798202399663429,0.27335978561522,1.04234902664532
androsterone sulfate,CAD,rs1121592,0.645970149253731,0.174352611940299,0.00021142076407145,0.304245309240258,0.987694989267204
androsterone sulfate,CAD,rs11771331,0.793488943488943,0.24119656019656,0.00100257878890934,0.320752372308738,1.26622551466915
androsterone sulfate,CAD,rs1981549,0.58343137254902,0.201643137254902,0.00381112958700699,0.188218085799745,0.978644659298294
androsterone sulfate,CAD,rs2141160,0.738018433179724,0.242009216589862,0.00229186918148424,0.263689084736841,1.21234778162261
androsterone sulfate,CAD,rs2404977,0.477491638795987,0.159563545150502,0.00276715564072334,0.164752837055473,0.790230440536501
androsterone sulfate,CAD,rs2525548,0.427951388888889,0.164375,0.00922755048523332,0.105782308930118,0.75012046884766
androsterone sulfate,CAD,rs2525554,0.552035714285714,0.166471428571429,0.000912835316897171,0.225757709830782,0.878313718740646
androsterone sulfate,CAD,rs2527887,0.499281045751634,0.209588235294118,0.0172095587094387,0.0884956529918569,0.910066438511411
androsterone sulfate,CAD,rs2572023,0.570121527777778,0.162545138888889,0.000452396373404272,0.251538909693495,0.888704145862061
androsterone sulfate,CAD,rs4729561,0.666165254237288,0.209016949152542,0.00143689642763385,0.256499561739865,1.07583094673471
androsterone sulfate,CAD,rs474229,0.314088748019017,0.15151030110935,0.0381674310534235,0.0171340145578721,0.611043481480163
androsterone sulfate,CAD,rs6465761,0.834890829694323,0.22242576419214,0.000174333337571354,0.398944342643931,1.27083731674472
androsterone sulfate,CAD,rs6974373,0.646123260437376,0.187755467196819,0.000578922045042698,0.278129306831119,1.01411721404363
androsterone sulfate,CAD,All - Inverse variance weighted,0.568139244431431,0.049644087469557,2.5127412635235e-30,0.470838620945743,0.665439867917119
androsterone sulfate,CAD,All - MR Egger,-0.325444713073836,0.408788437997879,0.441427598139785,-1.12665532884606,0.475765902698391
3-(4-hydroxyphenyl)lactate,CAD,rs1036244,-1.62913793103448,0.813491379310345,0.0452149456198836,-3.22355173621657,-0.0347241258523951
3-(4-hydroxyphenyl)lactate,CAD,rs2678209,2.46404761904762,0.822896825396825,0.00275023119849031,0.851199478277497,4.07689575981774
3-(4-hydroxyphenyl)lactate,CAD,rs6919482,1.71151331719128,0.490955205811138,0.000490138748259394,0.749258795779003,2.67376783860356
3-(4-hydroxyphenyl)lactate,CAD,rs8024,3.30015873015873,0.798674603174603,3.59551319540687e-05,1.73478527256969,4.86553218774777
3-(4-hydroxyphenyl)lactate,CAD,All - Inverse variance weighted,1.54535921492324,0.90561897317059,0.0879313708806306,-0.229621356207258,3.32033978605374
3-(4-hydroxyphenyl)lactate,CAD,All - MR Egger,1.90955878212514,1.8756893169731,0.415762055136918,-1.76672472532867,5.58584228957896
acetylcarnitine,CAD,rs1564348,-2.310703125,1.011,0.0222798986962783,-4.29222671336999,-0.329179536630006
acetylcarnitine,CAD,rs272872,1.17167664670659,0.58197005988024,0.0440837422728358,0.031036289260699,2.31231700415247
acetylcarnitine,CAD,rs662138,-2.86352517985611,0.904661870503597,0.00154923738459732,-4.6366298642298,-1.09042049548243
acetylcarnitine,CAD,All - Inverse variance weighted,-0.446383784993692,1.33145718256918,0.737429276345204,-3.05599190978645,2.16322433979907
acetylcarnitine,CAD,All - MR Egger,14.8951387555675,5.86434124066119,0.23877751568655,3.40124113081861,26.3890363803163
serine,CAD,rs1042725,-2.40470588235294,1.09714117647059,0.0283944876284162,-4.5550630741912,-0.254348690514685
serine,CAD,rs10972101,2.298125,1.16933333333333,0.0493761425766401,0.00627378074449725,4.5899762192555
serine,CAD,rs12378125,2.59333333333333,1.15099145299145,0.0242509555545142,0.337431538956659,4.84923512771001
serine,CAD,rs12478788,-1.85,0.92219298245614,0.0448468918339719,-3.65746503240961,-0.0425349675903874
serine,CAD,rs13033420,-2.32951219512195,1.18708536585366,0.0497182972228791,-4.65615675876967,-0.00286763147422775
serine,CAD,rs13386028,-2.84517857142857,0.862035714285714,0.000965008656457727,-4.53473752481583,-1.15561961804131
serine,CAD,rs2135116,-1.73205673758865,0.744368794326241,0.0199716617222192,-3.19099276568359,-0.273120709493717
serine,CAD,rs2193617,-1.26046875,0.621046875,0.0423985233242505,-2.47769825771115,-0.0432392422888515
serine,CAD,rs4275190,-1.37913043478261,0.618304347826087,0.0257139900039199,-2.59098468800627,-0.167276181558952
serine,CAD,rs4947534,-1.26065573770492,0.574125683060109,0.0281074387327073,-2.38592139910219,-0.135390076307647
serine,CAD,rs7684,-1.90900709219858,0.746446808510638,0.0105439993369974,-3.3720159532543,-0.445998231142864
serine,CAD,rs986294,-1.88103448275862,0.775303448275862,0.01525822494058,-3.40060131846902,-0.361467647048219
serine,CAD,All - Inverse variance weighted,-1.38547536349761,0.36351066263898,0.000138196069449753,-2.0979431702663,-0.673007556728916
serine,CAD,All - MR Egger,-0.405120167414576,1.47916723829589,0.789747783773194,-3.30423468158609,2.49399434675694
hexanoylcarnitine,CAD,rs11753995,-1.31917030567686,0.569467248908297,0.0205310396399543,-2.43530560391222,-0.203035007441488
hexanoylcarnitine,CAD,rs2073643,1.36966666666667,0.654593333333333,0.0364033528698221,0.0866873088133113,2.65264602452002
hexanoylcarnitine,CAD,rs272878,0.891111111111111,0.449800925925926,0.0475774438379124,0.00951749608352781,1.77270472613869
hexanoylcarnitine,CAD,rs456598,-1.66844559585492,0.718461139896373,0.0202195370131526,-3.07660355434341,-0.260287637366438
hexanoylcarnitine,CAD,All - Inverse variance weighted,0.0244633326132084,0.718677542418,0.972845754122145,-1.38411876702383,1.43304543225024
hexanoylcarnitine,CAD,All - MR Egger,-3.36078834132285,4.84972185645121,0.559973924636632,-12.8660685150039,6.14449183235824
glycine,CAD,rs10164524,-0.874983277591973,0.35385618729097,0.0134093388437556,-1.56852866038893,-0.181437894795012
glycine,CAD,rs10932349,-1.35298076923077,0.597314102564103,0.0235060716242577,-2.52369489771427,-0.182266640747265
glycine,CAD,rs1123227,1.41181286549708,0.656719298245614,0.0315713131650337,0.124666692983255,2.6989590380109
glycine,CAD,rs11687290,-0.764516129032258,0.356683870967742,0.0320810110967702,-1.46360366999536,-0.0654285880691523
glycine,CAD,rs11688017,-1.06078534031414,0.522837696335079,0.0424684888156274,-2.08552839489078,-0.0360422857374931
glycine,CAD,rs12478788,-0.563903743315508,0.281096256684492,0.0448468918339719,-1.11484228260614,-0.0129652040248774
glycine,CAD,rs13386028,-0.834188481675393,0.252743455497382,0.000965008656457727,-1.32955655177846,-0.338820411572322
glycine,CAD,rs13404853,-0.77519298245614,0.392585964912281,0.0483156604941278,-1.54464733452012,-0.00573863039216505
glycine,CAD,rs16844839,-0.386745283018868,0.186904088050314,0.0385256445133632,-0.753070564160787,-0.0204200018769486
glycine,CAD,rs2371074,-1.63563829787234,0.619872340425532,0.0083232056855609,-2.85056576011893,-0.420710835625746
glycine,CAD,rs4467202,-0.92776397515528,0.320689440993789,0.00381545603236429,-1.55630372972539,-0.299224220585171
glycine,CAD,rs4673559,-0.766020151133501,0.286017632241814,0.0074013034648701,-1.32660440927088,-0.205435892996125
glycine,CAD,rs6435583,-1.38771986970684,0.699605863192182,0.0473033708992065,-2.75892216493657,-0.0165175744771069
glycine,CAD,rs7577965,-1.52136645962733,0.64704347826087,0.0187100320342134,-2.78954837345016,-0.253184545804499
glycine,CAD,rs7684,-0.599487750556793,0.234407572383073,0.0105439993369974,-1.05891815013108,-0.140057350982503
glycine,CAD,All - Inverse variance weighted,-0.692984604477031,0.105924295874,6.05948067097926e-11,-0.900592409477837,-0.485376799476226
glycine,CAD,All - MR Egger,-0.390196529303411,0.297818818912622,0.212812891469211,-0.973910688290407,0.193517629683585
alanine,CAD,rs780092,1.90224637681159,0.850601449275362,0.0253285592345609,0.235098171034311,3.56939458258888
alanine,CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
alanine,CAD,All - MR Egger,NA,NA,NA,NA,NA
2-aminobutyrate,CAD,rs1080960,2.11074257425743,0.869450495049505,0.0151959853295625,0.406650917619876,3.81483423089498
2-aminobutyrate,CAD,rs1269621,-2.43064102564103,1.18919230769231,0.0409592007139618,-4.76141511941002,-0.0998669318720289
2-aminobutyrate,CAD,rs12991423,-2.0590404040404,1.04820202020202,0.0494889901054063,-4.11347861215849,-0.00460219592231859
2-aminobutyrate,CAD,rs17668963,1.78248466257669,0.648567484662577,0.00598976632951598,0.511315751094303,3.05365357405907
2-aminobutyrate,CAD,rs2480201,1.94820788530466,0.72815770609319,0.00746111653959984,0.521045006296706,3.37537076431261
2-aminobutyrate,CAD,rs2651929,-3.1095,1.280725,0.0151856219886418,-5.61967487410006,-0.59932512589994
2-aminobutyrate,CAD,rs3219,2.13111650485437,0.854417475728155,0.0126229553327178,0.456489024665559,3.80574398504318
2-aminobutyrate,CAD,rs4671635,-2.22982905982906,0.919162393162393,0.0152689663179127,-4.031354246371,-0.428303873287125
2-aminobutyrate,CAD,rs518143,2.93321428571429,1.19219047619048,0.0138798839443636,0.596563889669296,5.26986468175928
2-aminobutyrate,CAD,rs684729,2.36918604651163,1.11027906976744,0.0328538037910807,0.193079056978808,4.54529303604445
2-aminobutyrate,CAD,rs7113167,2.59151898734177,1.18184810126582,0.0283240809051871,0.275139273663714,4.90789870101983
2-aminobutyrate,CAD,All - Inverse variance weighted,0.899918973832031,0.64159453597469,0.160727559175652,-0.357583209356049,2.15742115702011
2-aminobutyrate,CAD,All - MR Egger,2.0631457385452,1.33057968812996,0.155419295410637,-0.544742528750053,4.67103400584046
scyllo-inositol,CAD,rs6950034,0.318340348767288,0.150589897775105,0.0345190647814584,0.0231895726925134,0.613491124842063
scyllo-inositol,CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
scyllo-inositol,CAD,All - MR Egger,NA,NA,NA,NA,NA
dodecanedioate,CAD,rs3766198,0.9405,0.412016666666667,0.0224495401497283,0.132962172303089,1.74803782769691
dodecanedioate,CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
dodecanedioate,CAD,All - MR Egger,NA,NA,NA,NA,NA
gamma-glutamylvaline,CAD,rs2193617,1.75369565217391,0.864065217391304,0.0423985233242505,0.0601589457931846,3.44723235855464
gamma-glutamylvaline,CAD,rs3780970,-2.03893805309735,0.920548672566372,0.0267658255002308,-3.84318029734359,-0.234695808851102
gamma-glutamylvaline,CAD,rs708891,1.58335526315789,0.790480263157895,0.0451741253125073,0.0340424168786775,3.13266810943711
gamma-glutamylvaline,CAD,All - Inverse variance weighted,0.601176986583463,1.18387006173761,0.611589007026107,-1.71916569679746,2.92151966996439
gamma-glutamylvaline,CAD,All - MR Egger,13.167999524729,4.60477876732646,0.214160643425053,4.14279898399443,22.1932000654636
butyrylcarnitine,CAD,rs10849820,0.500807635829662,0.214096916299559,0.0193269869054216,0.0811853906814394,0.920429880977885
butyrylcarnitine,CAD,rs11065286,0.233310185185185,0.111003472222222,0.0355683618836177,0.0157473774707373,0.450872992899633
butyrylcarnitine,CAD,rs11065360,0.33452380952381,0.147892857142857,0.0237015115877787,0.0446591359530823,0.624388483094537
butyrylcarnitine,CAD,rs11065374,-0.976905829596412,0.450928251121076,0.0302781169423016,-1.86070896140536,-0.0931026977874699
butyrylcarnitine,CAD,rs11065376,-0.785849673202614,0.352650326797386,0.0258531569203388,-1.47703161286177,-0.0946677335434584
butyrylcarnitine,CAD,rs11065385,0.875056179775281,0.217157303370787,5.58728180621221e-05,0.449435686188701,1.30067667336186
butyrylcarnitine,CAD,rs11065440,0.75608606557377,0.363747950819672,0.0376542384693765,0.0431531825169664,1.46901894863057
butyrylcarnitine,CAD,rs11611311,0.650259179265659,0.318164146868251,0.0409747704219162,0.0266689102319756,1.27384944829934
butyrylcarnitine,CAD,rs1169303,-1.14959821428571,0.414870535714286,0.00558877530473702,-1.96272952253255,-0.336466906038876
butyrylcarnitine,CAD,rs1169307,-0.411798839458414,0.191663442940039,0.0316699442931552,-0.787452284773837,-0.0361453941429905
butyrylcarnitine,CAD,rs12423303,-1.31444168734491,0.483677419354839,0.00657573088764037,-2.26243200941567,-0.366451365274153
butyrylcarnitine,CAD,rs1564348,-1.2693991416309,0.555399141630901,0.0222798986962784,-2.35796145627193,-0.180836826989874
butyrylcarnitine,CAD,rs2071190,0.31870320855615,0.148767379679144,0.0321699699218696,0.0271245023106308,0.610281914801668
butyrylcarnitine,CAD,rs208294,0.795619047619048,0.303434920634921,0.0087404708313943,0.200897531522834,1.39034056371526
butyrylcarnitine,CAD,rs2254779,0.477553342816501,0.231285917496444,0.0389443097102525,0.0242412743921686,0.930865411240833
butyrylcarnitine,CAD,rs2258287,1.88871794871795,0.493784615384615,0.000130780907160557,0.92091788644414,2.85651801099176
butyrylcarnitine,CAD,rs2649999,1.09093150684932,0.274128767123288,6.90221410252746e-05,0.553648996161304,1.62821401753733
butyrylcarnitine,CAD,rs2708081,0.355961070559611,0.114984184914842,0.00196322826792295,0.130596209334827,0.581325931784395
butyrylcarnitine,CAD,rs273901,0.943173076923077,0.467201923076923,0.0435111637668498,0.0274741341844551,1.8588720196617
butyrylcarnitine,CAD,rs3213545,1.49095057034221,0.382057034220532,9.52320534210897e-05,0.742132543229775,2.23976859745464
butyrylcarnitine,CAD,rs3213566,0.20756786102063,0.0998762214983713,0.0376862434714289,0.0118140639718769,0.403321658069383
butyrylcarnitine,CAD,rs3751143,1.0156043956044,0.439087912087912,0.0207233835653248,0.155007901865199,1.87620088934359
butyrylcarnitine,CAD,rs3751151,0.412553956834532,0.186386690647482,0.0268679905718813,0.0472427559678592,0.777865157701206
butyrylcarnitine,CAD,rs4767935,0.150394265232975,0.0688989247311828,0.0290487321073027,0.0153548541863206,0.285433676279629
butyrylcarnitine,CAD,rs4767941,0.697807228915663,0.23458313253012,0.00293304612506315,0.23803273777604,1.15758172005528
butyrylcarnitine,CAD,rs494632,0.228526119402985,0.0864766791044776,0.00822641675973129,0.0590349428555815,0.398017295950389
butyrylcarnitine,CAD,rs6489794,1.30827715355805,0.463561797752809,0.00476912363702921,0.399712725353906,2.2168415817622
butyrylcarnitine,CAD,rs662138,-1.43693140794224,0.453963898916968,0.00154923738459732,-2.32668430010088,-0.5471785157836
butyrylcarnitine,CAD,rs692902,0.892193211488251,0.352289817232376,0.0113234719999229,0.201717857592596,1.58266856538391
butyrylcarnitine,CAD,rs7312642,1.25519337016575,0.422058011049724,0.00293961314646221,0.427974869121679,2.08241187120981
butyrylcarnitine,CAD,rs7961554,0.454655493482309,0.200689013035382,0.0234836834120996,0.0613122558400716,0.847998731124547
butyrylcarnitine,CAD,rs8006419,1.49259493670886,0.595392405063291,0.0121791855449539,0.325647266116127,2.65954260730159
butyrylcarnitine,CAD,All - Inverse variance weighted,0.28369194819661,0.0710276954080393,6.49395657038314e-05,0.144480223291972,0.422903673101248
butyrylcarnitine,CAD,All - MR Egger,0.148647392010634,0.135287809168492,0.280617432076756,-0.116511841506939,0.413806625528207
myristoleate (14:1n5),CAD,rs603424,-1.0920652173913,0.30708152173913,0.000376155566572236,-1.69393394031775,-0.490196494464855
myristoleate (14:1n5),CAD,All - Inverse variance weighted,NA,NA,NA,NA,NA
myristoleate (14:1n5),CAD,All - MR Egger,NA,NA,NA,NA,NA
dehydroisoandrosterone sulfate (DHEA-S),CAD,rs4924410,-1.2111013215859,0.473370044052863,0.0105134999291139,-2.13888955928965,-0.283313083882152
dehydroisoandrosterone sulfate (DHEA-S),CAD,rs4953716,0.948333333333333,0.423063063063063,0.0249879743424643,0.119144966540532,1.77752170012613
dehydroisoandrosterone sulfate (DHEA-S),CAD,rs6900835,-0.802161172161172,0.394443223443223,0.0419864591367252,-1.57525568405577,-0.0290666602665692
dehydroisoandrosterone sulfate (DHEA-S),CAD,rs6914525,-0.834391891891892,0.400456081081081,0.0371962029776553,-1.61927138820086,-0.0495123955829215
dehydroisoandrosterone sulfate (DHEA-S),CAD,All - Inverse variance weighted,-0.460756984689293,0.472706538407064,0.329698678620448,-1.38724477522374,0.465730805845153
dehydroisoandrosterone sulfate (DHEA-S),CAD,All - MR Egger,-4.0929501245726,4.0389729393666,0.417540160101032,-12.009191620263,3.82329137111781
propionylcarnitine,CAD,rs1125232,2.3818253968254,0.918857142857143,0.00953752023927843,0.580898489888022,4.18275230376277
propionylcarnitine,CAD,rs1564348,-1.6998275862069,0.743724137931035,0.0222798986962783,-3.15750011098482,-0.24215506142897
propionylcarnitine,CAD,rs2073643,1.63055555555556,0.779277777777778,0.0364033528698221,0.103199177158704,3.15791193395241
propionylcarnitine,CAD,rs272878,1.19552795031056,0.603459627329193,0.0475774438379124,0.0127688146213791,2.37828708599974
propionylcarnitine,CAD,rs456598,-1.75005434782609,0.753603260869565,0.0202195370131525,-3.22708959776238,-0.273019097889797
propionylcarnitine,CAD,rs662138,-1.93218446601942,0.610427184466019,0.00154923738459732,-3.128599762757,-0.735769169281832
propionylcarnitine,CAD,rs7542755,3.29258823529412,1.11567058823529,0.0031652240779398,1.10591406374232,5.47926240684591
propionylcarnitine,CAD,All - Inverse variance weighted,0.00746106909092659,0.765071580923603,0.992219058158048,-1.49205167511446,1.50697381329631
propionylcarnitine,CAD,All - MR Egger,-5.87444655248412,1.71773048639766,0.0188404734449041,-9.24113644097,-2.50775666399824
caproate (6:0),CAD,rs2325358,2.88231707317073,1.28193902439024,0.0245504282860173,0.36976275498944,5.39487139135202
caproate (6:0),CAD,rs2467261,-2.42822222222222,1.23606666666667,0.0494750179705742,-4.85086837137936,-0.00557607306507979
caproate (6:0),CAD,All - Inverse variance weighted,0.130333531516507,2.65350773970865,0.960825697766939,-5.07044607101073,5.33111313404374
caproate (6:0),CAD,All - MR Egger,NA,NA,NA,NA,NA
caprylate (8:0),CAD,rs10047335,-2.77602150537634,1.13170967741935,0.0141692032395083,-4.99413171407372,-0.557911296678967
caprylate (8:0),CAD,rs12478033,-2.72627906976744,1.1795,0.0208115771079582,-5.03805658953243,-0.414501550002449
caprylate (8:0),CAD,rs2144028,3.40692307692308,1.20465384615385,0.00468201341555946,1.04584492462388,5.76800122922227
caprylate (8:0),CAD,rs7669416,-2.43555555555556,1.02243333333333,0.0172134397427718,-4.43948806548213,-0.431623045628986
caprylate (8:0),CAD,All - Inverse variance weighted,-1.3064964370849,1.44358162989157,0.365445180536129,-4.13586444041601,1.52287156624621
caprylate (8:0),CAD,All - MR Egger,-36.2085900432011,10.8770662100154,0.0796127597913397,-57.5272480722889,-14.8899320141133
10-undecenoate (11:1n1),CAD,rs11265023,-1.68384,0.73172,0.0213798705731954,-3.11798484676765,-0.249695153232352
10-undecenoate (11:1n1),CAD,rs4646485,-1.04603524229075,0.41742731277533,0.0122136732994734,-1.86417774149373,-0.227892743087765
